1475020	37
1475021	64
1475022	29
1475023	52
1475024	34
1475025	53
1475026	41
1475027	63
1475028	43
1475029	30
1475030	31
1475031	44
1475032	36
1475033	32
1475034	46
1475035	35
1475036	32
1475037	73
1475038	32
1475039	35
1475040	93
1475041	31
1475042	30
1475043	43
1475044	37
1475045	47
1475046	46
1475047	34
1475048	37
1475049	42
1475050	32
1475051	45
1475052	28
1475053	34
1475054	39
1475055	44
1475056	34
1475057	42
1475058	32
1475059	34
1475060	35
1475061	125
1475062	35
1475063	30
1475064	34
1475065	23
1475066	67
1475067	28
1475068	50
1475069	37
1475070	28
1475071	34
1475072	34
1475073	28
1475074	32
1475075	30
1475076	21
1475077	31
1475078	52
1475079	48
1475080	30
1475081	28
1475082	45
1475083	24
1475084	70
1475085	69
1475086	22
1475087	30
1475088	24
1475089	24
1475090	18
1475091	42
1475092	23
1475093	20
1475094	17
1475095	20
1475096	18
1475097	22
1475098	36
1475099	23
1475100	21
1475101	23
1475102	13
1475103	68
1475104	135
1475105	21
1475106	56
1475107	20
1475108	12
1475109	15
1475110	15
1475111	10
1475112	19
1475113	36
1475114	16
1475115	9
1475116	25
1475117	11
1475118	14
1475119	10
1475120	60
1475121	168
1475122	14
1475123	48
1475124	12
1475125	156
1475126	111
1475127	112
1475128	4
1475129	60
1475130	4
1475131	8
1475132	64
1475133	68
1475134	70
1475135	9
1475136	3
1475137	11
1475138	2
1475139	3
1477125	4
1477297	2
1477298	2
1477299	2
1477300	2
1477301	2
1477302	2
1477303	2
1477304	2
1477305	2
1477306	2
1477307	2
1477308	2
1481427	28
1481428	21
1481429	28
1481430	29
1481431	24
1481432	23
1481433	27
1481434	17
1481435	19
1481436	22
1500308	8
1500309	18
1500310	10
1529892	261
1529893	255
1529894	251
1529895	296
1542854	27
1542855	22
1542856	23
1542857	31
1542858	4
1542859	41
1542860	46
1542861	37
1542862	29
1542863	18
1542864	81
1542865	11
1542866	16
1542867	20
1542868	33
1542869	4
1542870	8
1542871	12
1542872	31
1542873	23
1542874	16
1542875	15
1542876	6
1542877	4
1542878	76
1542879	12
1542880	24
1542881	31
1542882	23
1542883	22
1542884	13
1542885	3
1542886	3
1551801	497
1551805	185
1551809	131
1551811	1168
1551816	292
1551820	208
1551822	593
1551831	52
1551837	174
1551844	198
1551851	224
1551877	332
1551879	198
1551882	195
1558609	23
1558610	42
1558611	44
1558612	60
1558613	78
1558614	46
1560504	125
1560505	66
1560508	232
1560509	79
1560510	45
1560511	42
1560512	91
1560513	64
1560514	46
1560515	100
1560516	28
1560518	93
1560519	106
1560520	162
1560524	91
1560528	64
1560529	59
1560530	86
1560531	24
1560532	83
1560534	229
1560535	100
1560536	576
1560537	272
1560539	83
1560540	127
1560541	128
1560542	59
1560543	222
1560544	405
1560546	53
1560548	98
1560549	35
1560551	101
1560552	20
1560554	165
1560555	177
1560556	76
1560557	54
1560558	95
1560559	281
1560560	174
1560562	401
1560563	47
1560564	233
1560565	110
1560566	120
1560567	60
1560568	53
1560569	289
1560570	78
1560571	107
1560573	682
1560574	70
1560575	94
1560576	69
1560577	97
1560579	324
1560580	99
1560581	70
1560582	33
1560583	103
1560584	72
1560585	35
1560586	262
1560587	23
1560588	62
1560589	64
1560590	117
1560591	290
1560592	111
1560593	26
1560594	29
1560595	109
1565432	85
1565433	62
1565434	108
1565435	107
1565436	98
1566723	38
1566724	31
1566725	38
1566726	96
1566727	60
1566728	22
1566729	64
1566730	47
1566731	20
1566732	61
1567640	42
1567641	27
1567642	33
1567643	62
1567644	42
1567645	50
1567646	39
1567647	799
1567648	693
1567649	59
1567650	590
1567651	31
1567652	36
1567653	31
1567654	46
1567655	58
1567656	32
1567657	34
1567897	55
1567898	36
1567899	19
1567900	38
1568807	3
1568808	3
1568809	3
1568810	3
1568811	3
1568812	3
1568813	3
1569182	44
1569184	25
1569185	35
1569186	33
1569187	35
1569188	16
1569189	51
1604868	906
1604869	1306
1604870	485
1604871	452
1604872	1209
1604873	1151
1604874	616
1604875	792
1629820	8
1629821	12
1629822	5
1629823	5
1629824	2
1629825	1
1629826	1
1629827	4
1629829	4
1629831	1
1629832	1
1629833	2
1629834	1
1629835	3
1629836	4
1629837	2
1629838	1
1629839	1
1629840	2
1629841	5
1629842	7
1629843	5
1629844	1
1629845	2
1629846	4
1629847	4
1629848	3
1629849	11
1629850	8
1629851	7
1629853	7
1629854	2
1629855	11
1629856	5
1629857	2
1629858	5
1629859	5
1629860	16
1629861	2
1629862	10
1629863	3
1629864	8
1629865	7
1629866	7
1629867	10
1629868	10
1629870	13
1629871	5
1629872	8
1629873	13
1629874	6
1629875	13
1629876	3
1629877	13
1629878	2
1629879	6
1629880	10
1629882	11
1629883	14
1629884	6
1629885	19
1629886	3
1629887	9
1629888	5
1629889	5
1629890	3
1629891	10
1629892	14
1629893	10
1629894	3
1629895	5
1629896	3
1629897	6
1629898	4
1629899	12
1629900	4
1629901	2
1629902	63
1629903	71
1629904	153
1629905	41
1629906	47
1629907	54
1629908	71
1629909	56
1629910	25
1629911	21
1629912	74
1629913	55
1629914	48
1629915	3
1629916	4
1629917	13
1629918	11
1629919	3
1629920	6
1629921	9
1629922	8
1629923	20
1629924	8
1629925	2
1629926	7
1629927	41
1629928	26
1629929	5
1629930	19
1629931	11
1629932	55
1629933	7
1629934	16
1629935	21
1629936	16
1629937	13
1629938	2
1629939	4
1629940	18
1629941	8
1629942	8
1629943	8
1629945	4
1629982	6
1629983	12
1629984	9
1629985	6
1629986	4
1629987	9
1630792	7
1630793	27
1630794	16
1630795	8
1630796	12
1630797	17
1630798	21
1630799	7
1630800	14
1630801	21
1630802	10
1630803	10
1630804	7
1630805	13
1630806	15
1630807	19
1630808	22
1630809	8
1630810	7
1630811	23
1630812	14
1630813	11
1630814	23
1630815	24
1630816	14
1630817	9
1630818	10
1630819	10
1630820	10
1630821	11
1630822	14
1630823	16
1630824	12
1630825	17
1630826	13
1630827	14
1630828	20
1630829	17
1630830	9
1630831	14
1630832	14
1630833	14
1630834	11
1630835	13
1630836	9
1630837	21
1630838	11
1630839	8
1630840	5
1630841	15
1630842	11
1630843	16
1630844	31
1630845	12
1630846	11
1630847	20
1630848	12
1630849	16
1630850	7
1630851	15
1630852	15
1630853	26
1630854	22
1630855	8
1630856	15
1630857	15
1630858	15
1630859	18
1630860	20
1630861	10
1630862	14
1630863	11
1630864	30
1630865	4
1630866	16
1630867	15
1630868	17
1630869	24
1630870	15
1630871	11
1630872	15
1630873	10
1630874	9
1630875	12
1630876	11
1630877	25
1630878	20
1630879	21
1630880	8
1630881	14
1630882	16
1630883	15
1630884	15
1630885	8
1630886	12
1630887	17
1630888	17
1630889	16
1630890	17
1630891	21
1630892	16
1630893	16
1630897	4
1630898	8
1630899	8
1635918	24
1635919	35
1635920	6
1635921	21
1635922	17
1635923	9
1645677	524
1645678	92
1645679	153
1645680	72
1645681	32
1645682	273
1645683	273
1645684	5127
1645685	232
1645686	148
1645820	36
1645821	40
1645822	176
1645823	120
1645824	93
1645825	224
1645826	115
1645827	386
1645963	378
1645964	138
1645965	234
1645966	97
1645967	138
1645968	198
1645969	43
1645970	40
1650294	19
1650295	30
1650296	22
1650297	36
1650298	29
1650299	98
1650301	3
1650302	22
1650303	31
1650304	26
1650305	34
1650306	15
1650307	11
1650308	24
1650309	19
1650310	16
1650311	24
1650312	26
1650313	21
1650315	20
1650316	16
1650317	3
1650318	7
1650319	43
1650321	30
1650322	35
1650323	3
1650324	63
1650325	14
1650326	13
1650327	11
1650328	12
1650329	3
1650330	27
1650331	42
1650332	60
1650333	24
1650334	5
1650335	31
1650336	24
1650337	2
1650338	33
1650339	26
1650340	4
1650341	50
1650342	9
1650343	21
1650346	168
1650347	24
1650348	7
1650349	35
1650351	39
1650352	28
1650353	44
1650354	53
1650355	2
1650356	45
1650357	30
1650358	7
1650359	25
1650360	26
1650361	4
1650362	18
1650363	30
1650364	17
1650365	9
1650366	26
1650367	16
1650368	22
1650369	35
1650370	75
1650371	10
1650372	6
1650373	17
1650375	2
1650376	11
1650377	48
1650378	24
1650379	20
1650380	13
1650381	8
1650382	15
1650383	19
1650384	16
1650385	2
1650386	13
1650387	27
1650388	3
1650389	11
1650390	36
1650391	24
1650392	29
1650393	14
1650395	2
1650396	34
1650397	26
1650398	19
1650399	21
1650400	30
1650402	17
1650403	17
1650404	30
1650405	31
1650406	24
1650407	30
1650408	33
1650409	47
1650410	3
1650411	16
1650412	16
1650414	18
1650415	30
1650416	16
1650417	19
1650418	15
1650420	16
1650421	19
1650422	13
1650423	13
1650424	7
1650425	2
1650426	1
1650428	13
1650429	15
1650430	42
1650431	21
1650432	12
1650433	10
1650434	2
1650435	19
1650437	25
1650439	6
1650440	20
1650441	21
1650442	20
1650443	38
1650444	21
1650445	29
1650446	21
1650447	14
1650448	43
1650449	32
1650450	47
1650451	17
1650452	127
1650453	16
1650454	23
1650455	16
1650456	12
1650457	18
1650458	30
1650459	12
1650460	11
1650461	3
1650462	26
1650463	13
1650464	21
1650465	16
1650466	8
1650467	11
1650468	7
1650469	19
1650470	15
1650471	8
1650472	15
1650473	10
1650474	25
1650475	17
1650476	12
1650477	14
1650478	12
1650479	20
1650480	17
1650481	8
1650482	23
1650483	14
1650484	13
1650485	13
1650486	7
1650487	15
1650488	34
1650489	37
1650490	29
1650491	10
1650492	7
1650493	47
1650494	11
1650495	12
1650919	182
1650920	651
1650921	43
1650923	901
1650924	103
1650925	105
1650930	118
1650934	113
1650935	140
1650937	140
1650938	364
1650940	221
1650941	366
1650942	436
1650943	413
1650944	2027
1650945	293
1650946	138
1650947	2995
1650948	470
1650950	192
1650951	254
1650953	1446
1650954	184
1650955	188
1650956	272
1650958	246
1650959	198
1650960	1694
1650961	360
1650962	1607
1650963	2684
1650964	298
1650966	169
1650967	2977
1650970	510
1650971	278
1650974	3729
1650975	215
1650976	85
1650977	1006
1650978	42
1650979	605
1650980	62
1650981	87
1650982	62
1650983	66
1650984	61
1650985	668
1650986	80
1650987	105
1650988	69
1650989	103
1650990	89
1650991	49
1650992	72
1650993	53
1650994	221
1650995	255
1650996	75
1650997	46
1650998	76
1650999	70
1651000	50
1651001	359
1651002	946
1651003	50
1651004	160
1651005	74
1651006	65
1651007	63
1651008	333
1651009	841
1651010	551
1651011	3240
1651012	194
1651013	180
1651014	88
1651015	2087
1651016	103
1651018	88
1651019	94
1651020	139
1651021	148
1651022	142
1651023	98
1651024	76
1651025	75
1651026	170
1651027	211
1651028	123
1651029	699
1651030	1472
1651031	599
1651032	2123
1651033	2277
1651034	1216
1651035	135
1651036	132
1651038	166
1651039	211
1651040	967
1651041	143
1651042	633
1651043	189
1651045	102
1651046	134
1651047	970
1651048	115
1651049	193
1651050	134
1651051	118
1651052	171
1651053	174
1651054	164
1651055	80
1651056	80
1651057	65
1651060	2990
1651061	155
1651062	117
1651063	105
1651064	143
1651065	75
1651066	149
1651067	1206
1651068	186
1651069	140
1651070	134
1651071	1800
1651072	994
1651073	1858
1651074	103
1651075	142
1651076	162
1651077	1355
1651079	311
1651081	87
1651082	139
1651083	93
1651084	155
1651085	112
1651086	4015
1651087	173
1651088	108
1651089	128
1651090	4417
1651091	108
1651092	136
1651093	231
1651094	80
1651095	473
1651096	89
1651097	703
1651098	54
1651099	1143
1651100	171
1651101	68
1651102	5209
1651103	106
1651104	44
1651105	462
1651106	97
1651107	34
1651108	46
1651109	9664
1651110	69
1651112	186
1651113	72
1651114	85
1651115	120
1651116	185
1651117	581
1651118	845
1651119	1884
1651120	71
1651121	111
1651122	148
1651123	75
1651124	131
1651125	1413
1651126	100
1651127	140
1651129	76
1651130	92
1651131	178
1651133	188
1651135	142
1651136	143
1651137	157
1651138	110
1651139	2239
1651140	211
1651141	196
1651142	2752
1651143	217
1651144	2173
1651145	260
1651146	413
1651147	228
1651148	1823
1651149	220
1651152	545
1651153	1953
1651154	154
1651155	137
1651156	493
1651157	730
1651158	2049
1651159	640
1651162	7822
1651163	130
1651166	142
1651167	218
1651168	162
1651170	391
1651171	548
1651172	4065
1651173	1041
1651174	620
1651175	2903
1651176	301
1651177	264
1651178	242
1651179	200
1651180	489
1651181	273
1651182	99
1651184	155
1651185	223
1651186	243
1651187	395
1651188	10510
1651189	3870
1651190	259
1651191	355
1651192	349
1651193	634
1651195	918
1651196	244
1651197	1341
1651198	375
1651199	359
1651200	1357
1651201	1936
1651202	359
1651203	188
1651204	365
1651205	2041
1651206	252
1651207	1132
1651208	161
1651212	545
1651213	256
1651214	436
1651215	692
1651216	600
1651217	535
1651218	2266
1651219	371
1651220	147
1651221	530
1651222	463
1651223	451
1651224	1664
1651225	323
1651226	353
1651227	244
1651228	253
1651229	252
1651230	488
1651231	309
1651232	286
1651233	2046
1651234	334
1651235	1390
1651236	207
1651237	295
1651238	285
1651239	324
1651240	164
1651241	271
1651242	258
1651243	405
1651244	426
1651245	371
1651246	303
1651247	324
1651250	534
1651251	665
1651252	280
1651253	582
1651254	596
1651255	486
1651256	393
1651257	473
1651258	2131
1651259	466
1651260	195
1651261	227
1651262	290
1651263	448
1651264	329
1651265	204
1651266	1086
1651267	2005
1651268	366
1651269	1780
1651270	529
1651271	269
1651272	272
1651273	326
1651274	365
1651275	300
1651276	229
1651277	449
1651278	383
1651279	292
1651280	287
1651281	284
1651282	549
1651283	427
1651284	334
1651287	236
1651288	309
1651291	252
1651292	230
1651293	561
1651294	344
1651295	395
1651296	347
1651298	274
1651299	409
1651302	249
1651303	2396
1651304	704
1651305	109
1651306	105
1651307	178
1651308	274
1651309	253
1651310	267
1651311	170
1651312	185
1651313	1539
1651315	701
1651320	376
1651322	546
1651323	1256
1651324	433
1651325	490
1651326	1402
1651327	419
1651330	534
1651331	395
1651333	462
1651335	366
1651336	2053
1651337	3465
1651338	342
1651339	579
1651341	2817
1651510	264
1651511	72
1651513	78
1651514	44
1651515	350
1651516	36
1651518	135
1651520	186
1651521	253
1651522	282
1651523	202
1651524	221
1651525	48
1651526	58
1651527	32
1651528	51
1651529	60
1651530	41
1651531	63
1651532	37
1651533	81
1651534	73
1651537	84
1651538	54
1651539	83
1651540	72
1651541	112
1651542	120
1651543	55
1651544	70
1651545	76
1651546	101
1651547	67
1651548	82
1651550	154
1651551	91
1651553	296
1651554	232
1651555	312
1651556	93
1651557	114
1651558	80
1651559	144
1651560	290
1651561	90
1651562	87
1651564	2478
1651565	144
1651566	117
1651567	125
1651568	129
1651569	82
1651570	156
1651572	113
1651573	132
1651574	145
1651575	142
1651576	195
1651577	102
1651579	113
1651582	242
1651583	66
1651584	194
1651585	273
1651586	197
1651590	214
1651591	185
1651592	157
1651593	245
1651595	399
1651597	290
1651598	331
1651601	391
1651602	302
1651604	213
1651606	279
1651607	259
1651608	280
1651609	233
1651610	289
1651611	169
1651612	170
1651613	420
1651615	374
1651616	1562
1651617	257
1651619	348
1651632	185
1651633	280
1651634	207
1651635	136
1651637	247
1651638	184
1651639	251
1651645	369
1651647	168
1651648	14037
1651649	54
1651650	81
1651651	88
1651652	177
1651653	140
1651654	142
1651655	70
1651656	70
1651658	92
1651660	152
1651661	105
1651662	102
1651664	115
1651665	253
1651666	67
1651667	1339
1651668	163
1651669	103
1651670	177
1651671	474
1651672	290
1651673	308
1651675	259
1651676	449
1651677	243
1652824	10
1652825	12
1652826	35
1652827	19
1652828	7
1652829	10
1652830	19
1652831	17
1652832	22
1652833	19
1652834	7
1652835	23
1652836	5
1652837	22
1652838	5
1652839	38
1652840	18
1652841	56
1652842	15
1652843	24
1652844	4
1652845	9
1652846	7
1652847	5
1652848	19
1652849	11
1652850	25
1652851	22
1652852	13
1652853	21
1652854	8
1652855	9
1652856	32
1652857	16
1652858	25
1652859	23
1652860	769
1652861	656
1652862	43
1652863	573
1652864	4
1652865	13
1652866	14
1652867	18
1652868	25
1652869	10
1652870	18
1652871	21
1652872	4
1652873	9
1652874	26
1652875	17
1652876	34
1652877	22
1652878	38
1652879	11
1652880	18
1652881	10
1652882	21
1652883	8
1652884	9
1652885	5
1652886	5
1652887	3
1652888	14
1652889	5
1652890	8
1652891	10
1652892	15
1652893	6
1652894	15
1652895	8
1652896	27
1652897	11
1652898	21
1652899	12
1652900	14
1652901	6
1652902	10
1652903	3
1652904	6
1652905	3
1652906	8
1652907	6
1652908	3
1652909	4
1652910	5
1652911	5
1652912	5
1652913	4
1652914	4
1652915	5
1652916	13
1652917	11
1652918	18
1652919	20
1652920	7
1652921	6
1652922	6
1652923	11
1652924	7
1652925	11
1652926	5
1652927	9
1652928	4
1652929	6
1652930	8
1652931	7
1652932	8
1652933	5
1652934	5
1652935	15
1652936	11
1652960	25
1652961	39
1652962	26
1652963	30
1652964	21
1652965	19
1652966	32
1652967	19
1652968	47
1652969	43
1652970	28
1652971	34
1652972	5
1652973	9
1652974	39
1652975	22
1652976	23
1652977	6
1652978	27
1652979	15
1652980	46
1652981	93
1652982	28
1652983	21
1653051	18
1653053	37
1653054	19
1653055	57
1653056	26
1653058	42
1653059	26
1653060	34
1653061	29
1653062	18
1653063	11
1653064	52
1653065	48
1653066	47
1653067	2
1653068	9
1653071	21
1653072	18
1653073	16
1653074	21
1653075	19
1653076	10
1653077	26
1653078	57
1653079	10
1653080	20
1653081	20
1653082	17
1653083	22
1653084	20
1653085	9
1653086	26
1653087	42
1653088	32
1653089	12
1653090	30
1653092	62
1653093	36
1653094	19
1653095	21
1653096	3
1653097	24
1653098	30
1653099	26
1653100	62
1653101	55
1653102	29
1653103	45
1653104	28
1653105	67
1653106	48
1653107	19
1653108	27
1653109	39
1653110	56
1653111	36
1653112	19
1653113	38
1653114	73
1653115	32
1653116	47
1653117	42
1653145	11
1653146	34
1653147	22
1653148	64
1653149	34
1653150	27
1653151	56
1653152	17
1653153	8
1653154	11
1653155	9
1653156	103
1653157	17
1653158	25
1653159	1
1653160	7
1653161	20
1653162	2
1653163	12
1653164	10
1653165	37
1653166	9
1653167	28
1653168	9
1653169	30
1653170	1
1653171	23
1653172	9
1653173	42
1653174	40
1653175	21
1653176	2
1653393	156
1653408	156
1659930	50
1659932	17
1659933	30
1659934	77
1659935	46
1659936	37
1659937	12
1659938	89
1659939	5
1659940	19
1659941	6
1659943	145
1659945	31
1659946	10
1659947	66
1659949	105
1659950	33
1659951	20
1659952	30
1659953	42
1659954	21
1659955	88
1659956	10
1659957	63
1659958	81
1659959	4
1659960	64
1659961	42
1659963	75
1659964	28
1659965	32
1659967	15
1659968	57
1659969	32
1659970	14
1659972	26
1659973	30
1659974	18
1659977	158
1659978	33
1659979	3
1659980	67
1659982	60
1659983	58
1659984	220
1659985	15
1659986	18
1659987	20
1659988	138
1659989	48
1659990	19
1659992	17
1659993	20
1659994	50
1659995	71
1659996	30
1659997	25
1659998	26
1659999	41
1660000	17
1660001	29
1660003	11
1660004	33
1660005	25
1660006	58
1660007	67
1669604	324
1669605	467
1669606	423
1669607	353
1669608	560
1669609	562
1669610	399
1673882	290
1673883	574
1673884	58
1673885	1662
1673886	491
1673887	152
1673888	20
1673889	338
1673890	316
1673891	404
1673892	137
1673893	511
1673894	472
1673895	312
1673896	227
1673897	274
1673898	309
1673899	295
1673900	547
1673901	662
1673902	244
1673903	221
1673904	599
1673905	424
1673906	693
1675356	424
1675357	492
1675358	1787
1675359	544
1675360	236
1675361	1238
1675362	313
1687979	13
1687981	3
1687982	6
1687983	4
1687984	15
1687985	2
1687986	7
1687987	9
1687988	7
1687989	8
1687990	13
1687991	2
1687992	24
1687993	19
1687994	11
1687996	3
1687998	9
1687999	8
1688000	4
1688001	8
1688002	8
1688003	3
1688004	8
1688005	10
1688007	10
1688008	36
1688009	4
1688011	3
1688015	5
1688016	5
1688017	6
1688018	19
1688019	18
1688020	4
1688021	6
1688022	2
1688024	5
1688025	11
1688026	12
1688027	4
1688028	5
1688029	7
1688030	8
1688031	12
1688033	2
1688034	18
1688035	18
1688036	7
1688037	4
1688038	40
1688039	4
1688040	11
1688041	10
1688042	8
1688044	6
1688047	19
1688049	31
1688050	10
1688051	11
1688052	21
1688053	5
1688054	5
1688055	4
1688056	24
1688057	10
1688058	5
1688059	5
1688060	15
1688061	6
1688062	41
1688063	17
1688064	15
1688065	9
1689644	22
1689645	40
1689646	26
1689647	71
1689648	38
1689649	57
1689650	50
1689651	27
1689652	53
1689653	72
1689654	70
1689655	81
1689656	83
1689657	142
1689658	106
1689659	146
1689660	80
1689661	91
1689662	84
1689663	1428
1689664	80
1689665	138
1689666	91
1689667	77
1689668	157
1689669	80
1689670	44
1689671	107
1689672	179
1689673	111
1689674	90
1689675	56
1689676	102
1689677	110
1689678	79
1689679	175
1689680	184
1689681	212
1689682	83
1689683	56
1689684	162
1689685	66
1689686	95
1689687	106
1689688	100
1689689	78
1689690	173
1689691	59
1689692	476
1689693	73
1689694	188
1689695	87
1689696	58
1689697	83
1689698	78
1689699	87
1689700	340
1689701	179
1689702	65
1689703	76
1689704	49
1689706	13
1689707	10
1689708	17
1689709	18
1689710	6
1689711	29
1689712	15
1689713	2
1689714	3
1689715	36
1691445	43
1691446	84
1691447	53
1691448	35
1691449	65
1691450	44
1691451	59
1691452	40
1691453	29
1691454	20
1691455	41
1691456	52
1691457	61
1691458	71
1691459	57
1691460	42
1691461	42
1691462	46
1691463	25
1691464	40
1691465	11
1691466	65
1691467	60
1691468	36
1691469	48
1691470	18
1691471	40
1691472	45
1691473	79
1691474	49
1691475	20
1691476	17
1691477	20
1691478	57
1691479	40
1691480	62
1691481	43
1691482	42
1691483	59
1691484	38
1691485	39
1691486	77
1691487	33
1691488	23
1691489	35
1691490	63
1691491	29
1691492	40
1691493	1123
1691494	61
1691495	57
1691496	28
1691497	49
1691498	34
1691499	52
1691500	86
1691501	39
1691502	11
1691503	31
1691504	80
1691505	52
1691506	40
1691507	121
1691508	31
1691509	29
1691510	40
1691511	39
1691512	62
1691513	52
1691514	26
1691515	89
1691516	37
1691517	48
1691518	53
1691519	61
1691520	58
1691521	46
1691522	60
1691523	30
1691524	82
1691525	59
1691526	63
1691527	34
1691528	66
1691529	59
1691530	63
1691531	41
1691532	49
1691533	76
1691534	34
1691535	50
1691536	70
1691537	88
1691538	59
1691539	53
1691540	58
1691541	41
1691542	22
1691543	35
1691544	50
1691545	67
1691546	25
1691547	55
1691548	77
1691549	26
1691550	62
1691551	23
1691552	31
1691553	26
1691554	45
1691555	33
1691556	36
1691630	12
1691631	18
1691632	9
1691633	1
1691634	11
1691635	13
1691636	8
1691637	13
1691638	26
1691639	36
1691640	32
1691641	19
1691642	34
1691643	8
1691644	54
1691645	42
1691646	9
1691647	18
1691648	9
1691649	22
1691650	32
1691651	35
1691652	19
1691653	14
1691654	4
1691655	8
1691656	4
1691657	3
1691658	11
1691659	5
1691660	3
1691661	4
1692651	23
1692652	10
1692653	46
1692654	36
1692655	6
1692656	25
1692657	2
1692658	42
1692659	82
1692660	34
1697568	7
1697569	9
